VARNAMES: CID CIDint SURVEY TYPE FIELD CUTFLAG_SNANA zHEL zHELERR zCMB zCMBERR zHD zHDERR VPEC VPECERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV m0obs_i m0obs_r em0obs_i em0obs_r MU MUMODEL MUERR MUERR_RAW MURES MUPULL M0DIF ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE 
SN: 1305504 1305504 10 1 X3 1 0.49680 0.00100 0.49560 0.00100 0.49560 0.00100 0 0 10.9530 7.35000e-02 49.3020 31.3089 23.8088 56973.754 0.239 -4.37285e-01 0.1639 -8.42412e-02 2.50102e-02 22.7167 2.83039e-02 1.46999e-05 3.83210e-07 5.19339e-04 -2.08424e-08 -6.88112e-09 44 23.4613 0.9967 36.058437 -5.164576 7.2968 -1.17151e+01 44.2976 2.24750e-02 22.6555 22.4618 1.90630e-02 2.90440e-02  42.3023 42.2382  0.0995  0.0803  0.0718  0.722 -0.0077 0  0.016  0.007 -0.027 -0.201 -0.020  0.493 1 
SN: 1305626 1305626 10 1 X3 1 0.32680 0.00100 0.32570 0.00100 0.32570 0.00100 0 0 9.2830 3.20000e-02 77.0924 71.9930 53.6399 56974.793 0.150 -2.95547e-01 0.1005 -1.07764e-01 2.27104e-02 21.5749 2.72790e-02 4.20755e-05 1.05714e-06 1.04781e-04 -1.53262e-08 -1.93098e-08 39 26.7314 0.9465 35.654617 -4.133254 8.9266 -1.39993e+01 43.1754 2.14760e-02 21.7028 21.5976 1.70730e-02 1.93180e-02  41.1852 41.1620  0.0912  0.0663  0.0016  0.017  0.0216 0  0.081  0.004 -0.025 -0.070 -0.032  0.462 1 
SN: 1306029 1306029 10 1 S2 1 0.43000 0.00500 0.42890 0.00500 0.42890 0.00500 0 0 2 2 16.9616 14.9929 8.9201 57279.309 0.857 0.9843 0.5411 2.86217e-02 3.73459e-02 22.5473 4.56131e-02 1.71824e-05 7.21854e-07 3.37911e-03 -1.73871e-07 -1.92180e-08 48 40.1407 0.7828 40.841637 -1.957794 7.7060 -9.80660e+00 41.8297 2.44220e-02 22.3690 22.3779 3.39460e-02 4.10860e-02  41.9920 41.8637  0.1402  0.1367  0.1360  0.970 -0.0077 0 -0.055  0.006  0.007  0.151  0.023  0.608 1 
SN: 1306073 1306073 10 1 X3 1 0.32960 0.00100 0.32860 0.00100 0.32860 0.00100 0 0 10.4000 0.1510 31.6583 30.2500 22.1664 56972.207 0.286 -1.30489e+00 0.2011 -3.67210e-02 2.96525e-02 21.9180 3.64977e-02 3.06769e-05 1.03122e-06 1.17143e-03 -8.11087e-08 -2.35366e-08 38 8.1113 1 36.850643 -3.749355 8.2144 -1.20249e+01 39.7940 2.42530e-02 21.9541 21.9143 2.68180e-02 2.74410e-02  41.2502 41.1844  0.1073  0.0867  0.0442  0.412  0.0216 0 -0.028  0.007 -0.010 -0.094  0.001  0.545 1 
SN: 1306141 1306141 10 1 C2 1 0.33290 0.00100 0.33240 0.00100 0.33240 0.00100 0 0 9.6780 7.50000e-02 33.6327 28.2863 21.1306 56977.355 0.287 -1.34363e-01 0.2219 -7.22371e-02 2.78800e-02 21.5597 3.40329e-02 4.26709e-05 1.33754e-06 1.13310e-03 -1.01229e-07 -2.85061e-08 42 21.6428 0.9961 54.897774 -28.910761 7.4409 -1.20039e+01 41.1110 1.17390e-02 21.6196 21.5355 2.47580e-02 2.55610e-02  41.1327 41.2134  0.1012  0.0834 -0.1024 -1.011  0.0216 0  0.014  0.004 -0.013 -0.053 -0.010  0.498 1 
SN: 1306360 1306360 10 101 C1 1 0.45000 0.00500 0.44940 0.00500 0.44940 0.00500 0 0 10.6460 0.2740 10.9451 7.3417 6.7906 57278.426 1.154 -6.51590e-01 0.7254 4.21934e-03 5.11901e-02 22.6630 6.05705e-02 1.54449e-05 8.61635e-07 5.09221e-03 -2.81169e-07 -2.36738e-08 56 31.8533 0.9961 53.676712 -26.486982 7.5647 -9.00862e+00 41.9828 9.86900e-03 22.4912 22.4289 5.65340e-02 5.76190e-02  42.0102 41.9843  0.1752  0.1964  0.0336  0.192 -0.0077 0 -0.094  0.009 -0.012 -0.173  0.016  0.588 1 
SN: 1306390 1306390 10 101 S1 1 0.40800 0.00500 0.40700 0.00500 0.40700 0.00500 0 0 10.2900 7.30000e-02 9.3215 7.6435 6.3806 57280.688 2.083 4.31502e-02 1.0415 0.1667 6.61944e-02 22.8384 8.15540e-02 1.31420e-05 9.87145e-07 1.23658e-02 -3.32560e-07 -4.31653e-08 48 11.7227 1 43.316360 -0.030057 8.4229 -3.05731e+00 41.5372 5.56370e-02 22.5820 22.7510 6.33630e-02 7.05980e-02  41.7677 41.7290  0.2159  0.2392  0.0247  0.114  0.0140 0 -0.156  0.022  0.017 -0.018  0.047  0.658 1 
SN: 1306537 1306537 10 1 C1 1 0.48000 0.00500 0.47950 0.00500 0.47950 0.00500 0 0 9.6660 0.2915 16.1862 13.2874 11.0985 57287.910 0.442 1.2314 0.5108 -7.73276e-02 3.61245e-02 22.4256 5.61784e-02 1.92196e-05 9.94465e-07 6.68249e-03 -3.97590e-07 -2.22190e-08 56 45.7998 0.8562 55.040997 -27.559187 5.4160 -7.81778e+00 38.7906 1.25670e-02 22.3397 22.1555 4.07770e-02 5.57940e-02  42.1571 42.1523  0.1258  0.1324  0.0125  0.100 -0.0077 0  0.074  0.005 -0.002  0.230 -0.012  0.508 1 
SN: 1306626 1306626 10 101 C1 1 0.41000 0.00500 0.40950 0.00500 0.40950 0.00500 0 0 9.0310 5.55000e-02 21.6757 19.3059 18.2431 57284.688 0.381 0.2241 0.3671 -7.77843e-02 3.04204e-02 22.0957 4.25527e-02 2.60456e-05 1.02079e-06 2.99951e-03 -2.46907e-07 -2.03153e-08 60 45.8538 0.9255 54.877281 -27.238987 7.7793 -1.37051e+01 43.0020 1.10180e-02 22.0206 21.9411 3.15300e-02 3.84650e-02  41.7265 41.7447  0.1149  0.1089 -0.0322 -0.280  0.0140 0  0.029  0.004 -0.019 -0.071 -0.016  0.518 1 
SN: 1306785 1306785 10 101 X1 1 0.58000 0.00500 0.57870 0.00500 0.57870 0.00500 0 0 10.9890 8.35000e-02 8.8849 6.0855 5.9114 57284.141 1.272 -1.21973e+00 1.2562 -1.38850e-02 6.12069e-02 22.9528 9.42316e-02 1.18274e-05 1.02650e-06 2.37084e-03 -9.59774e-07 -5.21696e-09 24 9.5547 0.9977 33.793709 -4.522241 5.6838 -4.91990e+00 17.0713 1.86790e-02 22.7153 22.7481 9.64630e-02 8.47970e-02  42.3524 42.6438  0.2543  0.3352 -0.2689 -1.057 -0.0226 0 -0.164  0.017 -0.030 -0.460  0.019  0.513 1 
SN: 1306980 1306980 10 1 E1 1 0.55000 0.00500 0.54890 0.00500 0.54890 0.00500 0 0 10.0950 1.70000e-02 7.3286 5.8039 5.3336 57282.031 1.135 -1.13876e+00 0.8159 4.99708e-02 6.54992e-02 23.0842 8.67696e-02 1.04793e-05 8.37481e-07 -2.65253e-04 -3.81115e-07 -1.61915e-09 57 52.4991 0.6444 7.036068 -43.291557 5.8140 -1.08518e+01 40.0050 6.49800e-03 22.8571 22.8329 7.71940e-02 7.92270e-02  42.3293 42.5050  0.2372  0.2985 -0.1532 -0.646 -0.0226 0 -0.227  0.022 -0.015 -0.423  0.042  0.548 1 
SN: 1306991 1306991 10 101 E1 1 0.42280 0.00100 0.42170 0.00100 0.42170 0.00100 0 0 10.9190 1.50000e-03 7.6341 6.8727 4.2735 57287.434 0.668 -4.01683e-01 0.7362 -4.75181e-02 5.90605e-02 22.1959 9.67040e-02 2.37476e-05 2.11514e-06 2.14852e-02 -1.22985e-06 -7.00970e-08 54 27.6567 0.9989 8.468144 -42.094757 6.3338 -1.00786e+01 39.7846 1.01760e-02 22.0720 22.0178 7.94080e-02 8.77070e-02  41.7027 41.8201  0.1671  0.1932 -0.1098 -0.657 -0.0077 0 -0.031  0.005 -0.016 -0.122 -0.001  0.548 1 
SN: 1307277 1307277 10 1 S2 1 0.41170 0.00500 0.41070 0.00500 0.41070 0.00500 0 0 10.6120 1.30000e-02 9.0021 8.9972 7.0638 57284.184 0.832 -3.91529e-01 0.8347 5.84071e-02 5.75496e-02 22.5517 7.75797e-02 1.71129e-05 1.22278e-06 1.35967e-02 -6.57043e-07 -3.71844e-08 53 27.9825 0.9982 41.738815 -0.235549 7.8059 -1.33870e+01 43.2463 3.04940e-02 22.3650 22.4209 5.75890e-02 6.63410e-02  41.7586 41.7522  0.1950  0.2146 -0.0076 -0.039  0.0140 0 -0.109  0.010 -0.002 -0.100  0.026  0.637 1 
SN: 1307830 1307830 10 1 C3 1 0.34980 0.00100 0.34930 0.00100 0.34930 0.00100 0 0 10.3990 6.30000e-02 31.5146 25.6161 20.2528 57286.109 0.020 -1.84149e+00 0.2070 -8.47492e-02 2.99318e-02 22.1587 1.72578e-03 2.45773e-05 3.90657e-08 -3.12419e-04 -1.43544e-09 -1.48519e-08 44 15.9790 1 53.294464 -27.957767 5.9789 -1.47157e+01 44.4076 5.81500e-03 22.2336 22.0964 2.69760e-02 2.38710e-02  41.5246 41.3389  0.1100  0.1068  0.1641  1.491  0.0216 0  0.032  0.009 -0.025 -0.163 -0.022  0.483 1 
SN: 1308314 1308314 10 101 C2 1 0.40700 0.00500 0.40650 0.00500 0.40650 0.00500 0 0 7.5220 0.1385 27.7808 21.5132 16.0603 56977.656 0.364 2.59775e-02 0.2781 -5.13446e-02 2.84112e-02 22.3051 3.41022e-02 2.14765e-05 6.74561e-07 1.96278e-03 -8.72601e-08 -1.39663e-08 48 54.3950 0.2766 53.415611 -28.940748 7.0490 -1.15855e+01 43.6823 6.75900e-03 22.2013 22.1396 2.35070e-02 2.99420e-02  41.8581 41.7258  0.1102  0.0940  0.1182  1.073  0.0140 0 -0.017  0.004 -0.014 -0.074 -0.002  0.540 1 
SN: 1308326 1308326 10 1 S1 1 0.32720 0.00100 0.32620 0.00100 0.32620 0.00100 0 0 9.6650 1.50000e-02 38.6160 35.9109 26.2908 56976.133 0.268 0.4521 0.2076 -1.17778e-01 2.65255e-02 21.4521 3.16301e-02 4.71165e-05 1.37262e-06 5.65241e-04 -7.79909e-08 -2.74229e-08 47 27.1143 0.9935 42.270138 0.582344 8.2587 -1.19613e+01 42.9299 5.01550e-02 21.6460 21.5481 2.35560e-02 2.35030e-02  41.1848 41.1659  0.0958  0.0821 -0.0027 -0.028  0.0216 0  0.104  0.004 -0.024 -0.032 -0.037  0.451 1 
SN: 1308568 1308568 10 1 X1 1 0.64450 0.00500 0.64310 0.00500 0.64310 0.00500 0 0 8.8730 0.2085 7.7850 7.2527 6.4502 57289.684 0.854 -8.84659e-02 1.0303 0.1147 7.15880e-02 23.2303 0.1156 9.15978e-06 9.74914e-07 2.16409e-02 -8.26642e-07 -3.18565e-08 51 61.4552 0.1734 33.873203 -5.052549 6.6510 -1.30454e+01 39.8179 1.74900e-02 22.8791 23.1062 9.57590e-02 0.1168  42.4974 42.9222  0.2202  0.2874 -0.3936 -1.788 -0.0312 0 -0.343  0.034 -0.010 -0.229  0.084  0.504 1 
SN: 1308582 1308582 10 101 X3 1 0.36800 0.00100 0.36690 0.00100 0.36690 0.00100 0 0 10.6980 1.00000e-02 24.6518 17.2764 13.0171 57287.734 0.341 -4.25515e-01 0.3427 -6.65627e-02 3.52335e-02 21.8211 4.54851e-02 3.35402e-05 1.40511e-06 4.97625e-03 -2.71962e-07 -3.72509e-08 43 15.0120 1 37.137245 -4.372774 5.7766 -1.05195e+01 42.6204 2.26620e-02 21.8780 21.7553 3.05580e-02 3.72870e-02  41.3600 41.4638  0.1091  0.0985 -0.1179 -1.080  0.0140 0  0.001  0.004 -0.015 -0.086 -0.008  0.510 1 
SN: 1308957 1308957 10 1 X2 1 0.62000 0.00500 0.61870 0.00500 0.61870 0.00500 0 0 10.0780 0.2735 7.1235 6.8488 5.3610 57289.527 0.828 0.6783 0.6909 -1.46073e-01 5.62776e-02 23.2627 9.17588e-02 8.89004e-06 7.51324e-07 -6.50618e-03 -4.77871e-07 5.01617e-09 50 38.2308 0.9068 35.133850 -6.624020 6.2621 -1.49064e+01 41.0952 2.38150e-02 23.0411 23.0071 9.84660e-02 8.61650e-02  43.0330 42.8199  0.2126  0.2989  0.2356  1.108 -0.0226 0  0.217  0.009 -0.024 -0.008 -0.068  0.439 1 
SN: 1309288 1309288 10 1 C2 1 0.26880 0.00100 0.26840 0.00100 0.26840 0.00100 0 0 10.9610 2.65000e-02 19.2701 10.8843 6.3638 56989.777 0.505 0.4867 0.4432 -1.00892e-01 4.55268e-02 20.9119 6.29523e-02 7.74914e-05 4.49305e-06 6.53897e-03 -1.12331e-06 -1.25083e-07 14 2.0193 1 54.644871 -29.194429 11.1418 -1.30906e+01 42.8708 1.12050e-02 21.1112 20.9691 5.88500e-02 4.98470e-02  40.6278 40.6779  0.1250  0.1424 -0.0335 -0.268 -0.0166 0  0.081  0.004 -0.017 -0.016 -0.028  0.461 1 
SN: 1309492 1309492 10 1 C3 1 0.33400 0.00100 0.33350 0.00100 0.33350 0.00100 0 0 9.5620 6.65000e-02 81.0183 70.8664 68.7962 56993.105 0.104 0.1844 9.01635e-02 -8.39206e-02 2.18481e-02 21.5122 2.67525e-02 4.45764e-05 1.09836e-06 3.42749e-05 -1.89362e-08 -1.94222e-08 47 30.8942 0.9739 53.300850 -28.024872 6.8198 -1.49632e+01 44.9307 5.78000e-03 21.5760 21.4767 1.62750e-02 1.93290e-02  41.1431 41.2218  0.0928  0.0642 -0.1003 -1.081  0.0216 0  0.045  0.003 -0.017 -0.043 -0.019  0.485 1 
SN: 1309749 1309749 10 1 C3 1 0.79000 0.01000 0.78930 0.01000 0.78930 0.01000 0 0 9.1150 8.20000e-02 26.8148 23.8709 15.2400 56987.770 0.426 0.6860 0.3325 -1.29145e-01 4.56015e-02 23.5932 3.34100e-02 6.55716e-06 2.01775e-07 9.82583e-04 -3.61340e-08 -2.84635e-09 44 29.6864 0.9619 52.538422 -27.317421 5.0890 -1.47826e+01 44.2890 7.86900e-03 23.0791 23.5088 3.28000e-02 6.52490e-02  43.3279 43.4666  0.1078  0.1751 -0.1075 -0.997 -0.0312 0  0.177  0.013 -0.017 -0.065 -0.057  0.262 1 
SN: 1310338 1310338 10 1 X2 1 0.44000 0.01000 0.43880 0.01000 0.43880 0.01000 0 0 2 2 26.6280 19.1803 13.6638 56977.316 0.424 -3.16750e-01 0.3190 2.07612e-02 2.77969e-02 22.3148 3.32764e-02 2.12849e-05 6.52355e-07 1.21120e-03 -8.24736e-08 -1.24043e-08 47 27.2498 0.9931 35.041988 -6.376677 8.9166 -1.46620e+01 43.5682 2.36050e-02 22.1439 22.1320 2.63420e-02 3.12030e-02  41.6360 41.9226  0.1257  0.1124 -0.2789 -2.219 -0.0077 0 -0.094  0.008 -0.009 -0.128  0.018  0.601 1 
SN: 1310395 1310395 10 1 X2 1 0.29000 0.01000 0.28900 0.01000 0.28900 0.01000 0 0 2 2 29.2561 29.1187 25.0656 56980.664 0.262 -9.08333e-01 0.2830 6.09610e-02 3.12959e-02 21.7778 3.58084e-02 3.49056e-05 1.15121e-06 8.80868e-04 -1.10995e-07 -2.76213e-08 31 32.0890 0.4623 36.534325 -6.759992 7.1009 -5.88360e+00 40.6038 2.96830e-02 21.7164 21.7693 2.95360e-02 2.42680e-02  40.8556 40.8620  0.1449  0.1301  0.0103  0.071 -0.0166 0 -0.081  0.010  0.001 -0.064  0.020  0.687 1 
SN: 1312274 1312274 10 1 S1 1 0.43900 0.00600 0.43800 0.00600 0.43800 0.00600 0 0 10.4940 0.1565 14.9163 12.9670 12.1060 56977.074 0.608 -1.44390e+00 0.5261 -9.34088e-02 3.95566e-02 22.4780 4.59991e-02 1.83146e-05 7.75927e-07 6.28793e-03 -1.90036e-07 -1.67966e-08 50 21.8773 0.9998 42.610977 -0.361718 7.6171 -1.45473e+01 43.8130 5.36940e-02 22.4729 22.3862 4.07000e-02 4.23820e-02  41.9395 41.9179  0.1308  0.1398  0.0294  0.225 -0.0077 0  0.026  0.009 -0.035 -0.280 -0.029  0.516 1 
SN: 1313594 1313594 10 1 X1 1 0.28940 0.00100 0.28830 0.00100 0.28830 0.00100 0 0 10.3790 0.1885 44.7621 41.5965 31.3918 57002.363 0.205 0.4976 0.1626 -1.01559e-01 2.84748e-02 21.1466 3.11727e-02 6.24239e-05 1.79226e-06 1.63941e-04 -6.80866e-08 -3.88335e-08 30 15.0418 0.9929 34.832935 -5.789424 8.5099 -1.18696e+01 37.7628 2.22560e-02 21.3173 21.2103 2.57950e-02 2.06950e-02  40.8662 40.8560  0.1000  0.0872  0.0269  0.269 -0.0166 0  0.082  0.003 -0.017 -0.017 -0.028  0.471 1 
SN: 1314897 1314897 10 1 X3 1 0.33800 0.00500 0.33690 0.00500 0.33690 0.00500 0 0 11.1480 0 20.3159 20.0953 13.8949 57301.320 0.341 0.8917 0.3047 1.65514e-02 3.15375e-02 21.6730 4.21364e-02 3.84413e-05 1.49187e-06 1.94339e-03 -2.21532e-07 -3.40933e-08 39 11.5816 1 36.606628 -4.155160 7.4213 -1.35522e+01 40.9514 2.41310e-02 21.6356 21.6345 3.00690e-02 3.28420e-02  41.1508 41.2474  0.1220  0.1055 -0.1182 -0.969  0.0216 0 -0.042  0.004  0.003  0.065  0.015  0.601 1 
SN: 1315192 1315192 10 1 S1 1 0.22630 0.00100 0.22540 0.00100 0.22540 0.00100 0 0 10.6540 2.80000e-02 34.2659 25.8606 24.0472 57008.801 0.319 1.0230 0.3501 8.18286e-02 3.44022e-02 20.8651 5.32683e-02 8.09018e-05 3.96919e-06 5.35872e-03 -9.43105e-07 -1.15732e-07 18 15.9376 0.5969 42.985901 -0.523071 5.7847 -6.23063e+00 35.3101 4.92440e-02 21.0026 20.9301 3.38310e-02 3.00920e-02  40.1410 40.2476  0.1234  0.0888 -0.1015 -0.822 -0.0051 0 -0.055  0.007  0.010  0.070  0.021  0.708 1 
SN: 1315259 1315259 10 1 S2 1 0.22890 0.00100 0.22800 0.00100 0.22800 0.00100 0 0 11.5620 4.40000e-02 52.2860 48.5751 34.3299 57004.289 0.218 -4.90833e-01 0.1737 3.93864e-02 2.85963e-02 21.1050 3.34591e-02 6.48609e-05 1.99881e-06 3.03725e-04 -7.77003e-08 -4.61510e-08 25 15.9777 0.9367 40.864075 -1.603645 8.9225 -1.39225e+01 36.4401 2.53020e-02 21.2158 21.1550 2.79520e-02 1.91710e-02  40.3098 40.2757  0.1153  0.0840  0.0402  0.348 -0.0060 0 -0.054  0.007  0.004 -0.025  0.015  0.643 1 
SN: 1315296 1315296 10 1 S2 1 0.41360 0.00100 0.41260 0.00100 0.41260 0.00100 0 0 9.8210 6.50000e-02 14.5226 10.5047 10.3124 57005.098 0.727 1.5792 0.6982 5.48848e-02 4.47479e-02 22.7103 5.48872e-02 1.47864e-05 7.47499e-07 8.77435e-03 -3.14817e-07 -1.87318e-08 41 33.3870 0.8261 40.301579 -0.764383 7.7539 -1.26754e+01 31.1069 2.91160e-02 22.5126 22.5700 4.31590e-02 4.77290e-02  42.0995 41.7640  0.1613  0.1657  0.3214  1.992  0.0140 0 -0.006  0.011  0.031  0.518  0.032  0.633 1 
SN: 1316385 1316385 10 1 C1+C3 1 0.14820 0.00100 0.14780 0.00100 0.14780 0.00100 0 0 9.8040 0.1255 35.8375 31.9379 16.4510 57019.781 0.227 1.3231 0.2554 4.05317e-03 3.16309e-02 19.5984 4.55827e-02 2.59802e-04 1.09073e-05 2.02768e-03 -1.37940e-06 -2.53327e-07 12 5.3806 0.9658 53.525982 -27.632116 11.2574 -1.26659e+01 40.2804 7.11500e-03 20.0837 19.7040 4.39150e-02 2.95780e-02  39.1458 39.2309  0.1180  0.0928 -0.1327 -1.125  0.0477 0 -0.020  0.009  0.003  0.090  0.010  0.626 1 
SN: 1316431 1316431 10 1 S1 1 0.19900 0.00500 0.19810 0.00500 0.19810 0.00500 0 0 2 2 80.8039 68.5120 52.5376 57018.840 0.130 1.2652 0.1296 -8.02100e-02 2.57093e-02 20.2412 3.11240e-02 1.43719e-04 4.11990e-06 5.61594e-05 -8.39115e-08 -9.06845e-08 26 33.3510 0.1857 42.239399 -0.408398 5.9164 -1.47454e+01 27.7412 4.35640e-02 20.7473 20.4488 2.53700e-02 1.69850e-02  40.0017 39.9331  0.1029  0.0934  0.0248  0.241  0.0438 0  0.061  0.005 -0.010  0.085 -0.016  0.473 1 
SN: 1316437 1316437 10 1 S1 1 0.48300 0.00100 0.48200 0.00100 0.48200 0.00100 0 0 9.4130 0.1120 14.2303 11.4168 7.4656 57010.418 0.702 6.81209e-02 0.6233 3.00015e-02 4.36074e-02 22.8885 5.50300e-02 1.25492e-05 6.36051e-07 5.98116e-03 -2.14367e-07 -1.36746e-08 38 54.1437 5.41474e-02 42.562603 -0.744976 7.3911 -1.36363e+01 28.1076 5.10980e-02 22.7855 22.7119 4.16680e-02 5.31480e-02  42.2516 42.1658  0.1545  0.1650  0.0936  0.606 -0.0077 0 -0.112  0.009 -0.006 -0.095  0.026  0.585 1 
SN: 1316465 1316465 10 1 C3 1 0.32960 0.00100 0.32910 0.00100 0.32910 0.00100 0 0 9.3160 5.65000e-02 79.2053 57.5298 54.4337 57021.598 0.108 0.4014 0.1050 -2.21276e-02 2.25207e-02 21.6919 2.78029e-02 3.77784e-05 9.67406e-07 3.11798e-04 -2.67617e-08 -1.80664e-08 33 38.8931 0.2215 52.797485 -27.959307 6.0139 -1.23040e+01 34.1826 7.27800e-03 21.6787 21.6373 1.60410e-02 1.95580e-02  41.2103 41.1882  0.1001  0.0639  0.0005  0.005  0.0216 0 -0.032  0.004 -0.004 -0.015  0.007  0.566 1 
SN: 1317164 1317164 10 1 X1 1 0.15560 0.00100 0.15470 0.00100 0.15470 0.00100 0 0 10.9640 0.1290 30.5699 18.0816 8.6017 57297.062 0.271 -2.29702e+00 0.2148 0.1137 4.64195e-02 20.6369 4.89270e-02 9.98237e-05 4.49840e-06 -4.94842e-04 -4.58718e-07 -9.52924e-08 13 20.9771 0.1022 34.285484 -4.298173 9.4749 -9.39041e+00 40.8033 1.88070e-02 20.7352 20.6891 7.71590e-02 5.02460e-02  39.3388 39.3393  0.1739  0.1610  0.2091  1.202 -0.2097 0 -0.082  0.032  0.014 -0.057  0.025  0.765 1 
SN: 1317277 1317277 10 1 X2 1 0.23810 0.00100 0.23710 0.00100 0.23710 0.00100 0 0 10.0500 1.15000e-02 27.3166 26.0220 17.4538 57007.430 0.327 -1.40625e+00 0.3175 3.97803e-02 3.45596e-02 21.2388 3.92150e-02 5.73411e-05 2.07107e-06 1.06889e-03 -2.00972e-07 -5.46223e-08 28 27.6392 0.4837 35.903149 -5.481456 7.3986 -1.40210e+01 36.0305 1.99030e-02 21.2850 21.2682 3.87360e-02 2.54240e-02  40.3182 40.3717  0.1281  0.1091 -0.0475 -0.371 -0.0060 0 -0.064  0.011 -0.000 -0.062  0.015  0.643 1 
SN: 1317286 1317286 10 1 X2 1 0.28000 0.01000 0.27900 0.01000 0.27900 0.01000 0 0 2 2 56.1307 55.7709 42.6543 57015.340 0.166 0.7345 0.1592 -8.60247e-02 2.60955e-02 21.0083 2.94187e-02 7.09045e-05 1.92120e-06 2.42289e-04 -6.30827e-08 -4.04556e-08 26 20.6055 0.8044 36.007900 -6.810610 5.4688 -1.10260e+01 28.6713 2.45390e-02 21.1842 21.0774 2.28620e-02 1.89670e-02  40.7154 40.7742  0.1148  0.1167 -0.0422 -0.367 -0.0166 0  0.057  0.003 -0.013 -0.001 -0.020  0.484 1 
SN: 1317454 1317454 10 1 E1 1 0.57000 0.01000 0.56880 0.01000 0.56880 0.01000 0 0 2 2 13.9706 13.8315 13.2692 57015.480 0.637 -1.82466e-01 0.5512 5.61297e-02 4.30447e-02 23.0948 4.63184e-02 1.03769e-05 4.42687e-07 2.69232e-03 -1.20090e-07 -9.78395e-09 29 27.6103 0.5388 8.024402 -42.666245 6.3669 -1.49358e+01 22.6513 7.28000e-03 22.8213 22.8618 3.88160e-02 4.92090e-02  42.4169 42.5985  0.1516  0.1707 -0.1590 -1.049 -0.0226 0 -0.202  0.016 -0.011 -0.215  0.045  0.537 1 
SN: 1317666 1317666 10 1 X3 1 0.14230 0.00100 0.14140 0.00100 0.14140 0.00100 0 0 10.2410 0.2055 60.5099 46.3559 46.0091 57301.488 0.118 -1.30189e-01 0.1101 8.40751e-02 2.94651e-02 20.1877 3.96451e-02 1.50979e-04 5.51291e-06 6.53440e-04 -2.50139e-07 -1.40991e-07 22 4.9238 1 36.771053 -5.003092 8.6038 -1.24748e+01 39.0009 2.28060e-02 20.4915 20.2595 2.76980e-02 1.84500e-02  39.2893 39.1260  0.1221  0.0767  0.1156  0.947  0.0477 0 -0.058  0.012  0.010 -0.011  0.018  0.764 1 
SN: 1319366 1319366 10 1 S2 1 0.23700 0.00500 0.23610 0.00500 0.23610 0.00500 0 0 9.6110 2.00000e-02 45.6886 41.2817 40.5749 57304.492 0.285 1.4540 0.2166 -1.91037e-02 2.75824e-02 20.6746 3.20529e-02 9.64198e-05 2.84649e-06 -2.14881e-04 -1.11643e-07 -6.30720e-08 29 19.4186 0.9308 41.495522 -1.088128 8.0683 -1.31714e+01 41.0046 2.69740e-02 20.8960 20.7548 2.79230e-02 1.92110e-02  40.3006 40.3613  0.1155  0.1003 -0.0547 -0.474 -0.0060 0  0.004  0.007  0.009  0.203  0.010  0.564 1 
SN: 1319821 1319821 10 101 C2 1 0.30930 0.00100 0.30880 0.00100 0.30880 0.00100 0 0 10.4170 9.50000e-03 36.0593 23.4818 19.8745 57020.516 0.217 -4.82562e-01 0.2244 -8.26151e-02 3.18017e-02 21.5731 3.74211e-02 4.21462e-05 1.45262e-06 1.00918e-03 -1.44189e-07 -3.26512e-08 29 23.9298 0.7324 53.357853 -29.471891 7.5690 -1.46846e+01 35.5808 9.19000e-03 21.6620 21.5742 3.17560e-02 2.75420e-02  41.1200 41.0280  0.1076  0.0991  0.0705  0.655  0.0216 0  0.043  0.004 -0.017 -0.058 -0.019  0.493 1 
SN: 1320166 1320166 10 1 E2 1 0.45000 0.01000 0.44900 0.01000 0.44900 0.01000 0 0 2 2 19.1814 12.4816 11.2804 57021.602 0.408 0.2863 0.4738 -2.11615e-02 3.80438e-02 22.6028 4.79563e-02 1.63261e-05 7.21116e-07 5.62255e-03 -2.11723e-07 -1.56169e-08 27 31.5783 0.2481 9.346412 -43.871918 6.2042 -1.34833e+01 18.9305 7.09500e-03 22.4501 22.3603 3.62680e-02 4.35290e-02  42.1262 41.9820  0.1398  0.1427  0.1520  1.087 -0.0077 0 -0.057  0.005 -0.010 -0.049  0.011  0.575 1 
SN: 1322229 1322229 10 1 X3 1 0.52740 0.00100 0.52610 0.00100 0.52610 0.00100 0 0 9.7460 1.70000e-02 32.1711 18.9764 16.5853 57033.891 0.620 1.1483 0.5736 9.28805e-03 3.29158e-02 22.8035 3.75241e-02 1.35700e-05 4.68993e-07 3.53306e-03 -1.61028e-07 -8.73085e-09 17 8.2509 0.9747 35.926357 -4.018886 4.5471 -1.42680e+01 11.8870 2.22910e-02 22.6396 22.5672 2.93190e-02 3.96840e-02  42.3384 42.3940  0.1320  0.1354 -0.0330 -0.250 -0.0226 0 -0.052  0.008  0.008  0.228  0.026  0.546 1 
